pano_a_path,pano_b_path,label,house_a,house_b,pair_source,topology_distance,split
Dataset\DollhouseTask_58489_NoOutdoor\DollhouseTask_58489_NoOutdoor\08ddb592-6f20-461b-83f3-33c4d403742e.jpg,Dataset\DollhouseTask_58489_NoOutdoor\DollhouseTask_58489_NoOutdoor\08ddb592-7351-4515-8249-38e21ee6bff7.jpg,1,DollhouseTask_58489_NoOutdoor,DollhouseTask_58489_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-280e-44f6-8a2a-76fcdb571a4a.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-775f-4130-87d2-17cc4bb04c92.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-173a-4b8e-801a-934973376392.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-2014-465d-8b2b-853f56682995.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-5918-426d-8b3a-fa75da8a0f21.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-b462-49a7-80cb-a2504dd3ec9a.jpg,0,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-5af7-48e3-8fa2-bdc8924ae52e.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-9769-46fd-8291-fe5429a0b599.jpg,0,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-b5ed-4d2a-888d-0b9c57f2936f.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f5-3b00-4f3d-8262-1b00ea2508d7.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_69127_NoOutdoor\DollhouseTask_69127_NoOutdoor\08de0e74-10a0-4083-807a-4f44b1f8ec6f.jpg,Dataset\DollhouseTask_69127_NoOutdoor\DollhouseTask_69127_NoOutdoor\08de0e74-47eb-4260-875e-d4aea789670f.jpg,1,DollhouseTask_69127_NoOutdoor,DollhouseTask_69127_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb743-669c-461a-8e08-b5429a38088d.jpg,Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb743-e9d3-43b3-8617-14267ff17481.jpg,1,DollhouseTask_58691_NoOutdoor,DollhouseTask_58691_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-507f-4539-81df-4294d5833642.jpg,Dataset\DollhouseTask_69750_NoOutdoor\08de1401-80db-4b5c-83b3-2c7a05410f87.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_69750_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\08ddb5d8-db1c-4411-8b12-51dd1733b9ad.jpg,Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-813e-4e34-8f71-161e7bfadba9.jpg,0,DollhouseTask_58546_NoOutdoor,DollhouseTask_58533_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fb-7a12-42cc-8012-858c91dfb68a.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-280e-44f6-8a2a-76fcdb571a4a.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_63927_NoOutdoor\08dde272-b8b7-466b-8aad-ef5f091cf330.jpg,Dataset\DollhouseTask_63927_NoOutdoor\08dde273-3586-4e0d-8ced-92d485744769.jpg,0,DollhouseTask_63927_NoOutdoor,DollhouseTask_63927_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb743-8615-4250-8ac9-bea0c664d86b.jpg,Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb744-2d2a-4ef9-804b-20752ca75c7a.jpg,0,DollhouseTask_58691_NoOutdoor,DollhouseTask_58691_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_69126_NoOutdoor\08de0e6f-9b93-4883-8e28-434e7b3461e5.jpg,Dataset\DollhouseTask_69126_NoOutdoor\08de0e71-9711-499e-82bd-6d8b9941bbe8.jpg,0,DollhouseTask_69126_NoOutdoor,DollhouseTask_69126_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdef-733c-4d07-87a3-4055726f09d6.jpg,Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdef-85ff-44a3-8eaa-029a053123c9.jpg,1,DollhouseTask_67192_NoOutdoor,DollhouseTask_67192_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-6842-4a7d-8f4c-cb6b42068c6f.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-b2c3-4eb1-800b-df1399538837.jpg,0,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf880-5255-40c4-84fc-0b3e4d98adfb.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf880-8cee-4227-8c12-cf5aceceaaf4.jpg,1,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe11-aac0-46dd-8dfb-389f214184c5.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe13-5111-469d-8ff6-7c61ed679da2.jpg,0,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb599-5b4d-451e-84b7-913e42f1d7b2.jpg,Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb5a0-a0fb-476a-8aab-0f998cf40289.jpg,0,DollhouseTask_58498_NoOutdoor,DollhouseTask_58498_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-528b-45bf-8a6c-b78700bf42fa.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-bebe-47b9-8aab-3afa96de0979.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-04ae-462d-8dbd-8f071cc47bfd.jpg,Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-1853-46e9-8da6-862e55500226.jpg,1,DollhouseTask_63925_NoOutdoor,DollhouseTask_63925_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_69127_NoOutdoor\DollhouseTask_69127_NoOutdoor\08de0e73-deff-464b-8f0e-a10cbbeadb1c.jpg,Dataset\DollhouseTask_69127_NoOutdoor\DollhouseTask_69127_NoOutdoor\08de0e73-fb70-430c-8c1f-69116d840948.jpg,1,DollhouseTask_69127_NoOutdoor,DollhouseTask_69127_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-56fc-4d3b-8372-dbeed7a54a63.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-75e2-4426-8263-8486b4cd7d0c.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_58489_NoOutdoor\DollhouseTask_58489_NoOutdoor\08ddb592-d46b-4f67-81d7-ba1a1e3592ef.jpg,Dataset\DollhouseTask_58489_NoOutdoor\DollhouseTask_58489_NoOutdoor\08ddb592-e6a3-4dfa-8193-f3f715b451f8.jpg,1,DollhouseTask_58489_NoOutdoor,DollhouseTask_58489_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd14-7186-467c-8479-8f8a438170b0.jpg,Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd16-da0f-4c9e-8e4c-7d1486e3d670.jpg,1,DollhouseTask_63247_NoOutdoor,DollhouseTask_63247_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-65f7-4a30-8d41-4c971d6fa0d0.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-7d51-4aa0-8fcf-032c9d94653b.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_69750_NoOutdoor\08de1400-8957-4f76-81d8-56ccdf73181d.jpg,Dataset\DollhouseTask_69750_NoOutdoor\08de1401-5a11-4d18-8420-774a32e679b0.jpg,0,DollhouseTask_69750_NoOutdoor,DollhouseTask_69750_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_67839_NoOutdoor\DollhouseTask_67839_NoOutdoor\08de0389-444b-4783-825f-58860fb3ce67.jpg,Dataset\DollhouseTask_67839_NoOutdoor\DollhouseTask_67839_NoOutdoor\08de0389-4a98-40ca-8d2c-0758fbb0d56c.jpg,1,DollhouseTask_67839_NoOutdoor,DollhouseTask_67839_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-1dc8-454d-8868-1c327573bd23.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-eb1d-4f32-822c-93244db5cba0.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,13,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf880-60ef-4122-8597-23eaa6316d32.jpg,Dataset\DollhouseTask_63934_NoOutdoor\DollhouseTask_63934_NoOutdoor\08dde295-5e34-4016-8566-4875fd4704e0.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_63934_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-88eb-4c64-8933-b9db5bf066b2.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-94a0-471e-8237-c41b82b2c518.jpg,1,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-c650-4af5-8887-7858649a0ebb.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe13-3552-40ff-8958-05c32d2e0bcd.jpg,0,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-7d51-4aa0-8fcf-032c9d94653b.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f5-2ae0-4376-86ab-53356b47603e.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-17f0-4023-863f-c0667cf0aea2.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ef-42de-4e66-8ae5-71b6b267a28b.jpg,0,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-9739-4cf5-895a-4002bc46003e.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-a186-4ae8-88df-40772af76644.jpg,1,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-9ec1-4d37-82ff-43af8526f325.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-d1f4-4fe8-8284-3fb5767490a1.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-280f-4c3d-8f05-4d60fba2129b.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-2e7e-4032-8da1-d95d88c057f9.jpg,1,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd15-ddc5-42bf-8caf-66ed525cd5ac.jpg,Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd16-9ecb-4f6b-8aed-03dbd285c57e.jpg,0,DollhouseTask_63247_NoOutdoor,DollhouseTask_63247_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-6dee-4d76-8eb9-dada1d98dacf.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-a149-43e7-87d1-5a9c91df1470.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,12,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-c2c8-46a4-8037-9deb2b68ad24.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-94a0-471e-8237-c41b82b2c518.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-03db-47f4-8cba-82e393c13550.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-f16e-4ca3-8d6c-2dffe9b00b04.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-6842-4a7d-8f4c-cb6b42068c6f.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-6cf1-44b1-8f2e-2f8232a5df7f.jpg,1,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-ccce-4e74-81e7-c655168a8bcf.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f5-016f-4e38-8e9c-de279d3bc4a5.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_67202_NoOutdoor\08ddfe08-8ad6-4131-8760-00abcabf1287.jpg,Dataset\DollhouseTask_69750_NoOutdoor\08de1400-b9ba-4db5-830b-ba58b06a345b.jpg,0,DollhouseTask_67202_NoOutdoor,DollhouseTask_69750_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_58715\DollhouseTask_58715\08ddb7b3-35c1-4939-81fe-176530c2c5e7.jpg,Dataset\DollhouseTask_58715\DollhouseTask_58715\08ddb7b3-4052-418e-83ea-b9fc5bc12b96.jpg,1,DollhouseTask_58715,DollhouseTask_58715,hotspot_positive,,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fb-35e7-4f2e-8824-34588a47a70e.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fb-e035-4142-845e-f6ab835724b7.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\08ddb5d9-55c7-4410-896a-c3d765ef24a4.jpg,Dataset\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\08ddb5d9-c781-4ac8-8e81-34cad4abee70.jpg,0,DollhouseTask_58546_NoOutdoor,DollhouseTask_58546_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe11-79de-4fc5-8236-d7aa0a65c76b.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe11-9dcf-40fd-88c0-7f6cb012da27.jpg,1,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_65849\DollhouseTask_65849\08ddf37d-5e6b-4003-8990-d1885e81eef0.jpg,Dataset\DollhouseTask_65849\DollhouseTask_65849\08ddf37d-6300-4ae4-8e74-5ea52d77fcc8.jpg,1,DollhouseTask_65849,DollhouseTask_65849,hotspot_positive,,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-3168-4836-83cc-99ef9ffe1a8e.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-75e2-4426-8263-8486b4cd7d0c.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-8289-4652-804f-c36b23a8b2db.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-11be-48ea-860f-1f8612ac839b.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb599-7fa2-4cb8-8bdf-147c30f63d7c.jpg,Dataset\DollhouseTask_58713\DollhouseTask_58713\08ddb7a2-ba1b-4ef6-848f-9fd2ca4a815c.jpg,0,DollhouseTask_58498_NoOutdoor,DollhouseTask_58713,cross_house_negative,,train
Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdef-c57d-4c4a-8bd4-15f0f87c92dd.jpg,Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdf0-15c0-4544-8c0c-85952ae1d08c.jpg,0,DollhouseTask_67192_NoOutdoor,DollhouseTask_67192_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fb-9822-4928-8985-555ff6df0843.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-1a55-473a-82ea-07edba963b70.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,16,train
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-721b-431f-866a-20c1432a1fb9.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-f4ea-41c1-88ee-54d53e66a845.jpg,0,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-b3bb-4198-8471-ad81d6181e87.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf880-289c-4f5f-8acc-f0361a262f5a.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0c-436e-4a4e-8e86-d9b7b709bd95.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-f16e-4ca3-8d6c-2dffe9b00b04.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fb-2a58-4b40-8b6b-63442fad7fa9.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-2134-4732-8b03-f01b1a7cfc0f.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,11,train
Dataset\DollhouseTask_65000\DollhouseTask_65000\08ddec9a-c28a-4f8e-8c22-5b354d4feedc.jpg,Dataset\DollhouseTask_65000\DollhouseTask_65000\08ddec9a-c96f-468e-82a9-ab5ce1fd2762.jpg,1,DollhouseTask_65000,DollhouseTask_65000,hotspot_positive,,train
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-9769-46fd-8291-fe5429a0b599.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-9e84-4d99-8460-4cc241ccb1c0.jpg,1,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_69126_NoOutdoor\08de0e6f-9b93-4883-8e28-434e7b3461e5.jpg,Dataset\DollhouseTask_69126_NoOutdoor\08de0e70-a9c1-497e-827d-7547d9c51d93.jpg,1,DollhouseTask_69126_NoOutdoor,DollhouseTask_69126_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_67838_NoOutdoor\08de0386-cd19-433f-8634-5ec9cbff28e7.jpg,Dataset\DollhouseTask_67838_NoOutdoor\08de0388-3383-4d5c-8582-22ec71b20c19.jpg,0,DollhouseTask_67838_NoOutdoor,DollhouseTask_67838_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_58489_NoOutdoor\DollhouseTask_58489_NoOutdoor\08ddb592-c37d-4822-8255-b68b14ea62f8.jpg,Dataset\DollhouseTask_58489_NoOutdoor\DollhouseTask_58489_NoOutdoor\08ddb592-e2a0-4d8c-82d2-e2f719064c8d.jpg,0,DollhouseTask_58489_NoOutdoor,DollhouseTask_58489_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-9e84-4d99-8460-4cc241ccb1c0.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6db-1825-404a-8cc2-35e48bd493e7.jpg,0,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-210d-48e4-8437-93805e126a32.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-42ae-49b2-8335-cf5afa659e5a.jpg,1,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_69126_NoOutdoor\08de0e70-64c8-4c14-8e5b-667ec4cafad2.jpg,Dataset\DollhouseTask_69126_NoOutdoor\08de0e70-a9c1-497e-827d-7547d9c51d93.jpg,1,DollhouseTask_69126_NoOutdoor,DollhouseTask_69126_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-2be3-43bb-8aa3-7f292e5ec1e7.jpg,Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-4d2b-4372-8670-4d818664d285.jpg,1,DollhouseTask_58499_NoOutdoor,DollhouseTask_58499_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88c-428d-4c74-8333-0f33d5d639d7.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88c-8cf3-403c-8cd7-f8f54675d17a.jpg,1,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-d1f4-4fe8-8284-3fb5767490a1.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf880-1837-40f6-8bfe-e6691b8f0bfa.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_58715\DollhouseTask_58715\08ddb7b3-35c1-4939-81fe-176530c2c5e7.jpg,Dataset\DollhouseTask_58715\DollhouseTask_58715\08ddb7b3-4bcc-4172-8058-2821069b3264.jpg,1,DollhouseTask_58715,DollhouseTask_58715,hotspot_positive,,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-e6d5-403b-86f1-4b746eafda8d.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe13-606d-426b-8607-c8d3f36723c5.jpg,0,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-d857-4b15-8407-3940fc969c3f.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f5-3b00-4f3d-8262-1b00ea2508d7.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_69126_NoOutdoor\08de0e73-a3ed-4224-85c4-37d067e3275a.jpg,Dataset\DollhouseTask_69126_NoOutdoor\08de0e74-4c7c-431f-8106-c7c028e11aa9.jpg,0,DollhouseTask_69126_NoOutdoor,DollhouseTask_69126_NoOutdoor,topology_distance_negative,5,train
